Level	Rule Name	Subject	Property	Value
ERROR	missing_label	http://connectdigitalstudy.com/ontology#VisitToFrequentLocation	rdfs:label	
ERROR	missing_label	http://connectdigitalstudy.com/ontology#WakeAfterSleepOnset	rdfs:label	
ERROR	missing_label	http://connectdigitalstudy.com/ontology#WearableDevice	rdfs:label	
ERROR	missing_label	http://connectdigitalstudy.com/ontology#WeatherCondition	rdfs:label	
ERROR	missing_label	http://connectdigitalstudy.com/ontology#Weekend	rdfs:label	
ERROR	missing_label	http://connectdigitalstudy.com/ontology#WeeklyInterval	rdfs:label	
ERROR	missing_label	http://connectdigitalstudy.com/ontology#WorkOrStudy	rdfs:label	
ERROR	missing_label	http://connectdigitalstudy.com/ontology#activityAndSleepFeature1	rdfs:label	
ERROR	missing_label	http://connectdigitalstudy.com/ontology#activityMeasurement1	rdfs:label	
ERROR	missing_label	http://connectdigitalstudy.com/ontology#answersQuestion	rdfs:label	
ERROR	missing_label	http://connectdigitalstudy.com/ontology#belongsToLayer	rdfs:label	
ERROR	missing_label	http://connectdigitalstudy.com/ontology#exerciseAndSleepFeature1	rdfs:label	
ERROR	missing_label	http://connectdigitalstudy.com/ontology#exerciseMeasurement1	rdfs:label	
ERROR	missing_label	http://connectdigitalstudy.com/ontology#hasConfidence	rdfs:label	
